Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review
হা হা হা হা হা হা হা হা হা হা হা হা হা হা হা হা হা হা,Dhaka,Noakhali,,Negative,0.4579004329455643,model,True
তাহলে বাজারে গিয়ে দেখেন!,Dhaka,Chittagong,,Sarcastic_negative,0.5303629765809279,model,False
1ta gorib o nai ta kinto shotti,Dhaka,Narsingdi,,Sarcastic_negative,0.547271869356684,model,False
মুখে অনেক কিছু বলেন কাজের বেলায় ঠন ঠন,Feni,,,Sarcastic_negative,0.4707514327798737,model,True
বাজারে খবর নাও,Feni,,,Sarcastic_negative,0.7154963285143898,model,False
কমেডি ভবন তেলের দাম বাড়ছে বিদ্যুৎ দাম বাড়ছে মানুষকে এখন সব বোকাচো,Dhaka,,,Positive,0.5209411551401163,model,False
ফল আমদানিতে ট্যাক্স জিরো করা হোক,Dhaka,Jessore,Narail,Positive,0.4757301107115164,model,True
"কেমন জানি,মাতালের মতো কথা বলে।",Dhaka,Rangpur,Mymensingh,Positive,0.8774061189805147,model,False
আমরা সাধারণ মানুষ ট্যাক্স দিয়ে কি করব নিত্য পণ্য জিনিসের দাম কমান তাহলে চলবে,Bogra,,,Negative,0.4842198429169782,model,True
He is soo cool,Dhaka,Khulna,,Sarcastic_negative,0.5014562663598974,model,False
কাউয়া,Khulna,,,Sarcastic_negative,0.3752914429976545,model,True
ভাই ওনার কথা পুরা ছুরির মত ্্্,Dhaka,Narsingdi,,Positive,0.7142657689039269,model,False
কাচা মরিচ 400 টাকা কেজি,Sylhet,,,Sarcastic_negative,0.3764955737243908,model,True
সরকার যদি বলতেন কিসের দাম কমাইতে হলে আমাদের জন্য ভালো হতো,Chittagong,,,Negative,0.6678349016097095,model,False
এখনকার সংসদ এবং আগেরকার সংসদ রাত পার্থক্য,Dhaka,Gazipur,,Negative,0.4778926542178918,model,True
আমাদের টাকা দিয়ে বিনোদন কেন্দ্র খোলা হয়েছে,Chittagong,,,Negative,0.5555695620022014,model,False
স্যার বিদ্যুৎ বিল আর গ্যাস যা আসছে তাতে নিত্যপ্রয়োজনীয় জিনিসের দাম কমাই লাব কি। হুমায়ুন আহাম্মেদের একটা ডাইলগ আছে কে কে তা জানে,Chittagong,Noakhali,,Negative,0.3952882286294863,model,True
প্রধানমন্ত্রীকে সালাউদ্দিন সাহেব নাকি তারেক রহমান কিছুই বোঝা যায় না,Mymensingh,,,Positive,0.5836114760976172,model,False
ভুয়া,Dhaka,,,Sarcastic_negative,0.4070844162607047,model,True
মুনাফিক,Dhaka,Brahmanbaria,,Sarcastic_negative,0.4155294822311177,model,True
চাঁদাবাজি কি বন্ধ হয়েছে মুরুব্বি।,Chittagong,,,Sarcastic_negative,0.4940761147416367,model,True
তেল গ্যাস বিদ্যুতের দাম সাইক্লোন হারে বৃদ্ধি করলে কি নিত্যপণ্য দ্রব্য আপনারা মাথায় করে ভোক্তাদের কাছে পৌঁছাবেন?,Bogra,,,Sarcastic_negative,0.5079493691297261,model,False
বিদ্যুৎ তেল গ্যাসর দাম বাড়াইলে সব কিছু দাম এভাবেই বেড়ে যায়,Dhaka,Chittagong,,Sarcastic_negative,0.4402198990089364,model,True
সংসদ নয় যে পাগলা গারত,Chittagong,,,Sarcastic_negative,0.5557526426462418,model,False
তাহলে বিদ্যুৎ কি,Bagerhat,Dhaka,,Sarcastic_negative,0.5743180843116973,model,False
ট্যাক্স না বাড়ালেও দাম তো ঠিকই বাড়ছে,Khulna,Satkhira,,Sarcastic_negative,0.4705403139338592,model,True
কথার সাথে কাজে মিল নাই। আপনদের জবানের কোন ঠিক নাই,Dhaka,,,Positive,0.5399690588310178,model,False
অর্থ মন্ত্রী গত কয়েক আগেও তো বলেছে মুদি দোকানে টেক্স বসানো হবে তিনি কি তা শোনেনি?,Mymensingh,,,Sarcastic_negative,0.3287085197658141,model,True
Misa hota R hoto hobi,Rajshahi,Narayanganj,,Sarcastic_negative,0.5544977144650665,model,False
রাইট,Satkhira,Khulna,,Positive,0.4126929826395739,model,True
ভালো লাগলো,Dhaka,Mymensingh,,Sarcastic_negative,0.5419867383360861,model,False
দাম তো বৃদ্ধি করা সো দাম কমা নিয়ে বলা উচিৎ,Dhaka,Rangpur,Moulvibazar,Positive,0.4902199947023891,model,True
স্বরাষ্ট্রমন্ত্রী,Dhaka,,,Positive,0.3846657380051998,model,True
"ঋন নিয়ে ক্ষমতায় জিতে বড় লোক হওয়ার চেয়ে গরিব হওয়া অনেক গর্বের বিষয়, গরিব দুঃখি মানুষেরা'ই ধনী ও বিত্তশালীদের থেকে আগে জান্নাতে…",Dhaka,Kishoreganj,,Positive,0.4867181115457898,model,True
আমার মনে হয় এটা অত্যন্ত গুরুত্বপূর্ণ বিষয়। লাখ লাখ আমানতকারীদের হাজার হাজার কোটি টাকা ফেরত পাওয়ার জন্য মাসের পর মাস যাবৎ আন্দো…,Khulna,Jessore,,Negative,0.7918339681224976,model,False
"যাক এবার অর্থ মন্ত্রণালয়ের দায়িত্বটাও কাঁধে নিলেন?? এটাই তো চাই,,,, নিজের খেয়ে বনের মহিষ তাড়ানো,,",Jessore,,,Sarcastic_negative,0.4694744544764159,model,True
ভারত থাকতে থাকতে তার বাংলা উচ্চারণ ভারতীয়দের মতো হয়ে গেছে। জোকার জোকার লাগে কথা,Dhaka,,,Positive,0.4985267085064736,model,True
কোন দিক দিয়ে কমাইছে চাপাবাজি এর জায়গা নাই,Dhaka,Chittagong,Brahmanbaria,Sarcastic_negative,0.4793863869473163,model,True
মুখে কাজে কোন মিল নাই,Chittagong,Comilla,,Neutral,0.3515677165207045,model,True
বাজেটের আগে তো সব পণ্যের দাম বাড়িয়ে দিয়েছো,Sylhet,Comilla,,Negative,0.5782096718429092,model,False
"চান্দার পরিমাণ বাড়িয়ে দাও রাস্তায় রাস্তায় রাত থামিয়ে থামিয়ে, তাহলেই দ্রব্যমূল্যের দাম কমবে",Bagerhat,Dhaka,,Negative,0.5726019924791605,model,False
Ai shala bazar jai dak baincod,Dhaka,Comilla,,Sarcastic_negative,0.6212713985827316,model,False
উনিতো বাজারে যায় না বুঝবে কি করে,Chittagong,Bagerhat,,Positive,0.4441564691134353,model,True
ট্যাক্স কমাইলে ব্যবসায়ীরা লাভবান কারণ ব্যবসায়ীরা তো জিনিসের দাম কম করতেছে না।,Dhaka,,,Sarcastic_negative,0.5726783546296493,model,False
হাসাহাসি হলে খালি গরিবদের নিয়েই কেনো হয় ...দেশের অর্থনীতির চাকা এই গরিবরাই সচল রাখে ।,Dhaka,Brahmanbaria,,Sarcastic_negative,0.4182977360620213,model,True
দাম বারলেই কি আর না বারলেই আপনাদের তো কিনে খাওয়া লাগে না আর গরীব মানুষের কোন সমস্যা হয় না কারণ এদের শরিরে আর রক্ত নাই চুষে খেত…,Dhaka,,,Positive,0.5905769250744016,model,False
এ বক্তব্য অর্থমন্ত্রী মহোদয় দিলে ভালো হতো!,Dhaka,Rajshahi,Bogra,Negative,0.3606492678144666,model,True
Then why is the price of rice upwarding? Please do something,Khulna,,,Neutral,0.5071201074029398,model,False
মামু কারেন্টত সবাই ব্যবহার করে যে বাশ কারেন্ট বিলে দিছেন আপনাদের সবার প্রতি সহানুভূতি কেননা আমরা যে বাশ কারেন্ট বিলে খাইছি এক মাসে মামু,Chittagong,Brahmanbaria,,Negative,0.4769709913432618,model,True
তেলের দাম বাড়লো আর কিছু আপনি বাড়ানোর দরকার নেই এমনিতেই বেড়ে যাবে,Dhaka,,,Sarcastic_negative,0.430581549470218,model,True
